,t,k,y,u,v
1095,A1101_総人口,愛知県,1989年度,人,6649000
1096,A1101_総人口,愛知県,1990年度,人,6690603
1097,A1101_総人口,愛知県,1991年度,人,6729000
1098,A1101_総人口,愛知県,1992年度,人,6776000
1099,A1101_総人口,愛知県,1993年度,人,6810000
1100,A1101_総人口,愛知県,1994年度,人,6839000
1101,A1101_総人口,愛知県,1995年度,人,6868336
1102,A1101_総人口,愛知県,1996年度,人,6897000
1103,A1101_総人口,愛知県,1997年度,人,6931000
1104,A1101_総人口,愛知県,1998年度,人,6973000
1105,A1101_総人口,愛知県,1999年度,人,7006000
1106,A1101_総人口,愛知県,2000年度,人,7043300
1107,A1101_総人口,愛知県,2001年度,人,7091000
1108,A1101_総人口,愛知県,2002年度,人,7131000
1109,A1101_総人口,愛知県,2003年度,人,7170000
1110,A1101_総人口,愛知県,2004年度,人,7209000
1111,A1101_総人口,愛知県,2005年度,人,7254704
1112,A1101_総人口,愛知県,2006年度,人,7307000
1113,A1101_総人口,愛知県,2007年度,人,7357000
1114,A1101_総人口,愛知県,2008年度,人,7399000
1115,A1101_総人口,愛知県,2009年度,人,7411000
1116,A1101_総人口,愛知県,2010年度,人,7410719
1117,A1101_総人口,愛知県,2011年度,人,7418000
1118,A1101_総人口,愛知県,2012年度,人,7431000
1119,A1101_総人口,愛知県,2013年度,人,7449000
1120,A1101_総人口,愛知県,2014年度,人,7464000
1121,A1101_総人口,愛知県,2015年度,人,7483128
1122,A1101_総人口,愛知県,2016年度,人,7509000
1123,A1101_総人口,愛知県,2017年度,人,7528000
1124,A1101_総人口,愛知県,2018年度,人,7541000
1125,A1101_総人口,愛知県,2019年度,人,7557000
1126,A1101_総人口,愛知県,2020年度,人,7542415
1127,A1101_総人口,愛知県,2021年度,人,7517000
1128,A1101_総人口,三重県,1975年度,人,1626002
1129,A1101_総人口,三重県,1976年度,人,1638000
1130,A1101_総人口,三重県,1977年度,人,1649000
1131,A1101_総人口,三重県,1978年度,人,1661000
1132,A1101_総人口,三重県,1979年度,人,1672000
1133,A1101_総人口,三重県,1980年度,人,1686936
1134,A1101_総人口,三重県,1981年度,人,1702000
1135,A1101_総人口,三重県,1982年度,人,1716000
1136,A1101_総人口,三重県,1983年度,人,1728000
1137,A1101_総人口,三重県,1984年度,人,1737000
1138,A1101_総人口,三重県,1985年度,人,1747311
1139,A1101_総人口,三重県,1986年度,人,1756000
1140,A1101_総人口,三重県,1987年度,人,1765000
1141,A1101_総人口,三重県,1988年度,人,1772000
1142,A1101_総人口,三重県,1989年度,人,1782000
1143,A1101_総人口,三重県,1990年度,人,1792514
1144,A1101_総人口,三重県,1991年度,人,1803000
1145,A1101_総人口,三重県,1992年度,人,1814000
1146,A1101_総人口,三重県,1993年度,人,1823000
1147,A1101_総人口,三重県,1994年度,人,1833000
1148,A1101_総人口,三重県,1995年度,人,1841358
1149,A1101_総人口,三重県,1996年度,人,1846000
1150,A1101_総人口,三重県,1997年度,人,1851000
1151,A1101_総人口,三重県,1998年度,人,1855000
1152,A1101_総人口,三重県,1999年度,人,1856000
1153,A1101_総人口,三重県,2000年度,人,1857339
1154,A1101_総人口,三重県,2001年度,人,1862000
1155,A1101_総人口,三重県,2002年度,人,1863000
1156,A1101_総人口,三重県,2003年度,人,1864000
1157,A1101_総人口,三重県,2004年度,人,1867000
1158,A1101_総人口,三重県,2005年度,人,1866963
1159,A1101_総人口,三重県,2006年度,人,1872000
1160,A1101_総人口,三重県,2007年度,人,1873000
1161,A1101_総人口,三重県,2008年度,人,1871000
1162,A1101_総人口,三重県,2009年度,人,1864000
1163,A1101_総人口,三重県,2010年度,人,1854724
1164,A1101_総人口,三重県,2011年度,人,1847000
1165,A1101_総人口,三重県,2012年度,人,1841000
1166,A1101_総人口,三重県,2013年度,人,1833000
1167,A1101_総人口,三重県,2014年度,人,1826000
1168,A1101_総人口,三重県,2015年度,人,1815865
1169,A1101_総人口,三重県,2016年度,人,1809000
1170,A1101_総人口,三重県,2017年度,人,1801000
1171,A1101_総人口,三重県,2018年度,人,1793000
1172,A1101_総人口,三重県,2019年度,人,1783000
1173,A1101_総人口,三重県,2020年度,人,1770254
1174,A1101_総人口,三重県,2021年度,人,1756000
1175,A1101_総人口,滋賀県,1975年度,人,985621
1176,A1101_総人口,滋賀県,1976年度,人,1006000
1177,A1101_総人口,滋賀県,1977年度,人,1026000
1178,A1101_総人口,滋賀県,1978年度,人,1043000
1179,A1101_総人口,滋賀県,1979年度,人,1061000
1180,A1101_総人口,滋賀県,1980年度,人,1079898
1181,A1101_総人口,滋賀県,1981年度,人,1097000
1182,A1101_総人口,滋賀県,1982年度,人,1112000
1183,A1101_総人口,滋賀県,1983年度,人,1127000
1184,A1101_総人口,滋賀県,1984年度,人,1141000
1185,A1101_総人口,滋賀県,1985年度,人,1155844
1186,A1101_総人口,滋賀県,1986年度,人,1166000
1187,A1101_総人口,滋賀県,1987年度,人,1178000
1188,A1101_総人口,滋賀県,1988年度,人,1191000
1189,A1101_総人口,滋賀県,1989年度,人,1206000
1190,A1101_総人口,滋賀県,1990年度,人,1222411
1191,A1101_総人口,滋賀県,1991年度,人,1235000
1192,A1101_総人口,滋賀県,1992年度,人,1248000
1193,A1101_総人口,滋賀県,1993年度,人,1261000
1194,A1101_総人口,滋賀県,1994年度,人,1273000
1195,A1101_総人口,滋賀県,1995年度,人,1287005
1196,A1101_総人口,滋賀県,1996年度,人,1298000
1197,A1101_総人口,滋賀県,1997年度,人,1310000
1198,A1101_総人口,滋賀県,1998年度,人,1323000
1199,A1101_総人口,滋賀県,1999年度,人,1332000
1200,A1101_総人口,滋賀県,2000年度,人,1342832
1201,A1101_総人口,滋賀県,2001年度,人,1354000
1202,A1101_総人口,滋賀県,2002年度,人,1361000
1203,A1101_総人口,滋賀県,2003年度,人,1368000
1204,A1101_総人口,滋賀県,2004年度,人,1375000
1205,A1101_総人口,滋賀県,2005年度,人,1380361
1206,A1101_総人口,滋賀県,2006年度,人,1390000
1207,A1101_総人口,滋賀県,2007年度,人,1398000
1208,A1101_総人口,滋賀県,2008年度,人,1405000
1209,A1101_総人口,滋賀県,2009年度,人,1409000
1210,A1101_総人口,滋賀県,2010年度,人,1410777
1211,A1101_総人口,滋賀県,2011年度,人,1413000
1212,A1101_総人口,滋賀県,2012年度,人,1414000
1213,A1101_総人口,滋賀県,2013年度,人,1415000
1214,A1101_総人口,滋賀県,2014年度,人,1414000
1215,A1101_総人口,滋賀県,2015年度,人,1412916
1216,A1101_総人口,滋賀県,2016年度,人,1414000
1217,A1101_総人口,滋賀県,2017年度,人,1414000
1218,A1101_総人口,滋賀県,2018年度,人,1414000
1219,A1101_総人口,滋賀県,2019年度,人,1416000
1220,A1101_総人口,滋賀県,2020年度,人,1413610
1221,A1101_総人口,滋賀県,2021年度,人,1411000
1222,A1101_総人口,京都府,1975年度,人,2424856
1223,A1101_総人口,京都府,1976年度,人,2452000
1224,A1101_総人口,京都府,1977年度,人,2474000
1225,A1101_総人口,京都府,1978年度,人,2494000
1226,A1101_総人口,京都府,1979年度,人,2512000
1227,A1101_総人口,京都府,1980年度,人,2527330
1228,A1101_総人口,京都府,1981年度,人,2539000
1229,A1101_総人口,京都府,1982年度,人,2553000
1230,A1101_総人口,京都府,1983年度,人,2569000
1231,A1101_総人口,京都府,1984年度,人,2578000
1232,A1101_総人口,京都府,1985年度,人,2586574
1233,A1101_総人口,京都府,1986年度,人,2595000
1234,A1101_総人口,京都府,1987年度,人,2601000
1235,A1101_総人口,京都府,1988年度,人,2604000
1236,A1101_総人口,京都府,1989年度,人,2604000
1237,A1101_総人口,京都府,1990年度,人,2602460
1238,A1101_総人口,京都府,1991年度,人,2608000
1239,A1101_総人口,京都府,1992年度,人,2615000
1240,A1101_総人口,京都府,1993年度,人,2618000
1241,A1101_総人口,京都府,1994年度,人,2622000
1242,A1101_総人口,京都府,1995年度,人,2629592
1243,A1101_総人口,京都府,1996年度,人,2634000
1244,A1101_総人口,京都府,1997年度,人,2638000
1245,A1101_総人口,京都府,1998年度,人,2643000
1246,A1101_総人口,京都府,1999年度,人,2645000
1247,A1101_総人口,京都府,2000年度,人,2644391
1248,A1101_総人口,京都府,2001年度,人,2649000
1249,A1101_総人口,京都府,2002年度,人,2648000
1250,A1101_総人口,京都府,2003年度,人,2650000
1251,A1101_総人口,京都府,2004年度,人,2650000
1252,A1101_総人口,京都府,2005年度,人,2647660
1253,A1101_総人口,京都府,2006年度,人,2646000
1254,A1101_総人口,京都府,2007年度,人,2643000
1255,A1101_総人口,京都府,2008年度,人,2640000
1256,A1101_総人口,京都府,2009年度,人,2637000
1257,A1101_総人口,京都府,2010年度,人,2636092
1258,A1101_総人口,京都府,2011年度,人,2633000
1259,A1101_総人口,京都府,2012年度,人,2628000
1260,A1101_総人口,京都府,2013年度,人,2622000
1261,A1101_総人口,京都府,2014年度,人,2616000
1262,A1101_総人口,京都府,2015年度,人,2610353
1263,A1101_総人口,京都府,2016年度,人,2608000
1264,A1101_総人口,京都府,2017年度,人,2604000
1265,A1101_総人口,京都府,2018年度,人,2598000
1266,A1101_総人口,京都府,2019年度,人,2592000
1267,A1101_総人口,京都府,2020年度,人,2578087
1268,A1101_総人口,京都府,2021年度,人,2561000
1269,A1101_総人口,大阪府,1975年度,人,8278925
1270,A1101_総人口,大阪府,1976年度,人,8330000
1271,A1101_総人口,大阪府,1977年度,人,8373000
1272,A1101_総人口,大阪府,1978年度,人,8412000
1273,A1101_総人口,大阪府,1979年度,人,8445000
1274,A1101_総人口,大阪府,1980年度,人,8473446
1275,A1101_総人口,大阪府,1981年度,人,8509000
1276,A1101_総人口,大阪府,1982年度,人,8543000
1277,A1101_総人口,大阪府,1983年度,人,8588000
1278,A1101_総人口,大阪府,1984年度,人,8632000
1279,A1101_総人口,大阪府,1985年度,人,8668095
1280,A1101_総人口,大阪府,1986年度,人,8705000
1281,A1101_総人口,大阪府,1987年度,人,8737000
1282,A1101_総人口,大阪府,1988年度,人,8748000
1283,A1101_総人口,大阪府,1989年度,人,8744000
1284,A1101_総人口,大阪府,1990年度,人,8734516
1285,A1101_総人口,大阪府,1991年度,人,8750000
1286,A1101_総人口,大阪府,1992年度,人,8761000
1287,A1101_総人口,大阪府,1993年度,人,8762000
1288,A1101_総人口,大阪府,1994年度,人,8759000
1289,A1101_総人口,大阪府,1995年度,人,8797268
1290,A1101_総人口,大阪府,1996年度,人,8807000
1291,A1101_総人口,大阪府,1997年度,人,8808000
1292,A1101_総人口,大阪府,1998年度,人,8813000
1293,A1101_総人口,大阪府,1999年度,人,8813000
1294,A1101_総人口,大阪府,2000年度,人,8805081
1295,A1101_総人口,大阪府,2001年度,人,8821000
1296,A1101_総人口,大阪府,2002年度,人,8821000
1297,A1101_総人口,大阪府,2003年度,人,8824000
1298,A1101_総人口,大阪府,2004年度,人,8825000
1299,A1101_総人口,大阪府,2005年度,人,8817166
1300,A1101_総人口,大阪府,2006年度,人,8828000
1301,A1101_総人口,大阪府,2007年度,人,8839000
1302,A1101_総人口,大阪府,2008年度,人,8847000
1303,A1101_総人口,大阪府,2009年度,人,8855000
1304,A1101_総人口,大阪府,2010年度,人,8865245
1305,A1101_総人口,大阪府,2011年度,人,8863000
1306,A1101_総人口,大阪府,2012年度,人,8861000
1307,A1101_総人口,大阪府,2013年度,人,8856000
1308,A1101_総人口,大阪府,2014年度,人,8845000
1309,A1101_総人口,大阪府,2015年度,人,8839469
1310,A1101_総人口,大阪府,2016年度,人,8841000
1311,A1101_総人口,大阪府,2017年度,人,8841000
1312,A1101_総人口,大阪府,2018年度,人,8838000
1313,A1101_総人口,大阪府,2019年度,人,8842000
1314,A1101_総人口,大阪府,2020年度,人,8837685
1315,A1101_総人口,大阪府,2021年度,人,8806000
1316,A1101_総人口,兵庫県,1975年度,人,4992140
1317,A1101_総人口,兵庫県,1976年度,人,5029000
1318,A1101_総人口,兵庫県,1977年度,人,5063000
1319,A1101_総人口,兵庫県,1978年度,人,5093000
1320,A1101_総人口,兵庫県,1979年度,人,5119000
1321,A1101_総人口,兵庫県,1980年度,人,5144892
1322,A1101_総人口,兵庫県,1981年度,人,5171000
1323,A1101_総人口,兵庫県,1982年度,人,5198000
1324,A1101_総人口,兵庫県,1983年度,人,5227000
1325,A1101_総人口,兵庫県,1984年度,人,5252000
1326,A1101_総人口,兵庫県,1985年度,人,5278050
1327,A1101_総人口,兵庫県,1986年度,人,5300000
1328,A1101_総人口,兵庫県,1987年度,人,5319000
1329,A1101_総人口,兵庫県,1988年度,人,5344000
1330,A1101_総人口,兵庫県,1989年度,人,5372000
1331,A1101_総人口,兵庫県,1990年度,人,5405040
1332,A1101_総人口,兵庫県,1991年度,人,5426000
1333,A1101_総人口,兵庫県,1992年度,人,5443000
1334,A1101_総人口,兵庫県,1993年度,人,5457000
1335,A1101_総人口,兵庫県,1994年度,人,5469000
1336,A1101_総人口,兵庫県,1995年度,人,5401877
1337,A1101_総人口,兵庫県,1996年度,人,5421000
1338,A1101_総人口,兵庫県,1997年度,人,5455000
1339,A1101_総人口,兵庫県,1998年度,人,5494000
1340,A1101_総人口,兵庫県,1999年度,人,5528000
1341,A1101_総人口,兵庫県,2000年度,人,5550574
1342,A1101_総人口,兵庫県,2001年度,人,5572000
1343,A1101_総人口,兵庫県,2002年度,人,5580000
1344,A1101_総人口,兵庫県,2003年度,人,5589000
1345,A1101_総人口,兵庫県,2004年度,人,5592000
1346,A1101_総人口,兵庫県,2005年度,人,5590601
1347,A1101_総人口,兵庫県,2006年度,人,5592000
1348,A1101_総人口,兵庫県,2007年度,人,5593000
1349,A1101_総人口,兵庫県,2008年度,人,5592000
1350,A1101_総人口,兵庫県,2009年度,人,5591000
1351,A1101_総人口,兵庫県,2010年度,人,5588133
1352,A1101_総人口,兵庫県,2011年度,人,5584000
1353,A1101_総人口,兵庫県,2012年度,人,5575000
1354,A1101_総人口,兵庫県,2013年度,人,5565000
1355,A1101_総人口,兵庫県,2014年度,人,5550000
1356,A1101_総人口,兵庫県,2015年度,人,5534800
1357,A1101_総人口,兵庫県,2016年度,人,5526000
1358,A1101_総人口,兵庫県,2017年度,人,5515000
1359,A1101_総人口,兵庫県,2018年度,人,5501000
1360,A1101_総人口,兵庫県,2019年度,人,5488000
1361,A1101_総人口,兵庫県,2020年度,人,5465002
1362,A1101_総人口,兵庫県,2021年度,人,5432000
1363,A1101_総人口,奈良県,1975年度,人,1077491
1364,A1101_総人口,奈良県,1976年度,人,1098000
1365,A1101_総人口,奈良県,1977年度,人,1124000
1366,A1101_総人口,奈良県,1978年度,人,1152000
1367,A1101_総人口,奈良県,1979年度,人,1181000
1368,A1101_総人口,奈良県,1980年度,人,1209365
1369,A1101_総人口,奈良県,1981年度,人,1233000
1370,A1101_総人口,奈良県,1982年度,人,1254000
1371,A1101_総人口,奈良県,1983年度,人,1273000
1372,A1101_総人口,奈良県,1984年度,人,1290000
1373,A1101_総人口,奈良県,1985年度,人,1304866
1374,A1101_総人口,奈良県,1986年度,人,1318000
1375,A1101_総人口,奈良県,1987年度,人,1333000
1376,A1101_総人口,奈良県,1988年度,人,1347000
1377,A1101_総人口,奈良県,1989年度,人,1363000
1378,A1101_総人口,奈良県,1990年度,人,1375481
1379,A1101_総人口,奈良県,1991年度,人,1388000
1380,A1101_総人口,奈良県,1992年度,人,1400000
1381,A1101_総人口,奈良県,1993年度,人,1412000
1382,A1101_総人口,奈良県,1994年度,人,1420000
1383,A1101_総人口,奈良県,1995年度,人,1430862
1384,A1101_総人口,奈良県,1996年度,人,1437000
1385,A1101_総人口,奈良県,1997年度,人,1442000
1386,A1101_総人口,奈良県,1998年度,人,1443000
1387,A1101_総人口,奈良県,1999年度,人,1444000
1388,A1101_総人口,奈良県,2000年度,人,1442795
1389,A1101_総人口,奈良県,2001年度,人,1442000
1390,A1101_総人口,奈良県,2002年度,人,1437000
1391,A1101_総人口,奈良県,2003年度,人,1434000
1392,A1101_総人口,奈良県,2004年度,人,1428000
1393,A1101_総人口,奈良県,2005年度,人,1421310
1394,A1101_総人口,奈良県,2006年度,人,1417000
1395,A1101_総人口,奈良県,2007年度,人,1413000
1396,A1101_総人口,奈良県,2008年度,人,1407000
1397,A1101_総人口,奈良県,2009年度,人,1404000
1398,A1101_総人口,奈良県,2010年度,人,1400728
1399,A1101_総人口,奈良県,2011年度,人,1395000
1400,A1101_総人口,奈良県,2012年度,人,1388000
1401,A1101_総人口,奈良県,2013年度,人,1381000
1402,A1101_総人口,奈良県,2014年度,人,1373000
1403,A1101_総人口,奈良県,2015年度,人,1364316
1404,A1101_総人口,奈良県,2016年度,人,1357000
1405,A1101_総人口,奈良県,2017年度,人,1349000
1406,A1101_総人口,奈良県,2018年度,人,1341000
1407,A1101_総人口,奈良県,2019年度,人,1333000
1408,A1101_総人口,奈良県,2020年度,人,1324473
1409,A1101_総人口,奈良県,2021年度,人,1315000
1410,A1101_総人口,和歌山県,1975年度,人,1072118
1411,A1101_総人口,和歌山県,1976年度,人,1077000
1412,A1101_総人口,和歌山県,1977年度,人,1080000
1413,A1101_総人口,和歌山県,1978年度,人,1084000
1414,A1101_総人口,和歌山県,1979年度,人,1086000
1415,A1101_総人口,和歌山県,1980年度,人,1087012
1416,A1101_総人口,和歌山県,1981年度,人,1088000
1417,A1101_総人口,和歌山県,1982年度,人,1090000
1418,A1101_総人口,和歌山県,1983年度,人,1090000
1419,A1101_総人口,和歌山県,1984年度,人,1088000
1420,A1101_総人口,和歌山県,1985年度,人,1087206
1421,A1101_総人口,和歌山県,1986年度,人,1083000
1422,A1101_総人口,和歌山県,1987年度,人,1079000
1423,A1101_総人口,和歌山県,1988年度,人,1076000
1424,A1101_総人口,和歌山県,1989年度,人,1074000
1425,A1101_総人口,和歌山県,1990年度,人,1074325
1426,A1101_総人口,和歌山県,1991年度,人,1076000
1427,A1101_総人口,和歌山県,1992年度,人,1076000
1428,A1101_総人口,和歌山県,1993年度,人,1077000
1429,A1101_総人口,和歌山県,1994年度,人,1080000
1430,A1101_総人口,和歌山県,1995年度,人,1080435
1431,A1101_総人口,和歌山県,1996年度,人,1079000
1432,A1101_総人口,和歌山県,1997年度,人,1078000
1433,A1101_総人口,和歌山県,1998年度,人,1076000
1434,A1101_総人口,和歌山県,1999年度,人,1074000
1435,A1101_総人口,和歌山県,2000年度,人,1069912
1436,A1101_総人口,和歌山県,2001年度,人,1065000
1437,A1101_総人口,和歌山県,2002年度,人,1059000
1438,A1101_総人口,和歌山県,2003年度,人,1052000
1439,A1101_総人口,和歌山県,2004年度,人,1045000
1440,A1101_総人口,和歌山県,2005年度,人,1035969
1441,A1101_総人口,和歌山県,2006年度,人,1029000
1442,A1101_総人口,和歌山県,2007年度,人,1021000
1443,A1101_総人口,和歌山県,2008年度,人,1014000
1444,A1101_総人口,和歌山県,2009年度,人,1008000
1445,A1101_総人口,和歌山県,2010年度,人,1002198
1446,A1101_総人口,和歌山県,2011年度,人,995000
1447,A1101_総人口,和歌山県,2012年度,人,988000
1448,A1101_総人口,和歌山県,2013年度,人,980000
1449,A1101_総人口,和歌山県,2014年度,人,972000
1450,A1101_総人口,和歌山県,2015年度,人,963579
1451,A1101_総人口,和歌山県,2016年度,人,956000
1452,A1101_総人口,和歌山県,2017年度,人,948000
1453,A1101_総人口,和歌山県,2018年度,人,940000
1454,A1101_総人口,和歌山県,2019年度,人,931000
1455,A1101_総人口,和歌山県,2020年度,人,922584
1456,A1101_総人口,和歌山県,2021年度,人,914000
1457,A1101_総人口,鳥取県,1975年度,人,581311
1458,A1101_総人口,鳥取県,1976年度,人,586000
1459,A1101_総人口,鳥取県,1977年度,人,591000
1460,A1101_総人口,鳥取県,1978年度,人,595000
1461,A1101_総人口,鳥取県,1979年度,人,600000
1462,A1101_総人口,鳥取県,1980年度,人,604221
1463,A1101_総人口,鳥取県,1981年度,人,607000
1464,A1101_総人口,鳥取県,1982年度,人,610000
1465,A1101_総人口,鳥取県,1983年度,人,612000
1466,A1101_総人口,鳥取県,1984年度,人,614000
1467,A1101_総人口,鳥取県,1985年度,人,616024
1468,A1101_総人口,鳥取県,1986年度,人,616000
1469,A1101_総人口,鳥取県,1987年度,人,616000
1470,A1101_総人口,鳥取県,1988年度,人,617000
1471,A1101_総人口,鳥取県,1989年度,人,616000
1472,A1101_総人口,鳥取県,1990年度,人,615722
1473,A1101_総人口,鳥取県,1991年度,人,615000
1474,A1101_総人口,鳥取県,1992年度,人,615000
1475,A1101_総人口,鳥取県,1993年度,人,614000
1476,A1101_総人口,鳥取県,1994年度,人,614000
1477,A1101_総人口,鳥取県,1995年度,人,614929
1478,A1101_総人口,鳥取県,1996年度,人,615000
1479,A1101_総人口,鳥取県,1997年度,人,614000
1480,A1101_総人口,鳥取県,1998年度,人,615000
1481,A1101_総人口,鳥取県,1999年度,人,614000
1482,A1101_総人口,鳥取県,2000年度,人,613289
1483,A1101_総人口,鳥取県,2001年度,人,613000
1484,A1101_総人口,鳥取県,2002年度,人,612000
1485,A1101_総人口,鳥取県,2003年度,人,611000
1486,A1101_総人口,鳥取県,2004年度,人,610000
1487,A1101_総人口,鳥取県,2005年度,人,607012
1488,A1101_総人口,鳥取県,2006年度,人,604000
1489,A1101_総人口,鳥取県,2007年度,人,601000
1490,A1101_総人口,鳥取県,2008年度,人,596000
1491,A1101_総人口,鳥取県,2009年度,人,592000
1492,A1101_総人口,鳥取県,2010年度,人,588667
1493,A1101_総人口,鳥取県,2011年度,人,586000
1494,A1101_総人口,鳥取県,2012年度,人,583000
1495,A1101_総人口,鳥取県,2013年度,人,580000
1496,A1101_総人口,鳥取県,2014年度,人,577000
1497,A1101_総人口,鳥取県,2015年度,人,573441
1498,A1101_総人口,鳥取県,2016年度,人,570000
1499,A1101_総人口,鳥取県,2017年度,人,566000
1500,A1101_総人口,鳥取県,2018年度,人,562000
1501,A1101_総人口,鳥取県,2019年度,人,557000
1502,A1101_総人口,鳥取県,2020年度,人,553407
1503,A1101_総人口,鳥取県,2021年度,人,549000
1504,A1101_総人口,島根県,1975年度,人,768886
1505,A1101_総人口,島根県,1976年度,人,771000
1506,A1101_総人口,島根県,1977年度,人,775000
1507,A1101_総人口,島根県,1978年度,人,779000
1508,A1101_総人口,島根県,1979年度,人,782000
1509,A1101_総人口,島根県,1980年度,人,784795
1510,A1101_総人口,島根県,1981年度,人,787000
1511,A1101_総人口,島根県,1982年度,人,790000
1512,A1101_総人口,島根県,1983年度,人,790000
1513,A1101_総人口,島根県,1984年度,人,793000
1514,A1101_総人口,島根県,1985年度,人,794629
1515,A1101_総人口,島根県,1986年度,人,793000
1516,A1101_総人口,島根県,1987年度,人,792000
1517,A1101_総人口,島根県,1988年度,人,789000
1518,A1101_総人口,島根県,1989年度,人,785000
1519,A1101_総人口,島根県,1990年度,人,781021
1520,A1101_総人口,島根県,1991年度,人,778000
1521,A1101_総人口,島根県,1992年度,人,775000
1522,A1101_総人口,島根県,1993年度,人,773000
1523,A1101_総人口,島根県,1994年度,人,772000
1524,A1101_総人口,島根県,1995年度,人,771441
1525,A1101_総人口,島根県,1996年度,人,770000
1526,A1101_総人口,島根県,1997年度,人,768000
1527,A1101_総人口,島根県,1998年度,人,765000
1528,A1101_総人口,島根県,1999年度,人,763000
1529,A1101_総人口,島根県,2000年度,人,761503
1530,A1101_総人口,島根県,2001年度,人,760000
1531,A1101_総人口,島根県,2002年度,人,756000
1532,A1101_総人口,島根県,2003年度,人,752000
1533,A1101_総人口,島根県,2004年度,人,747000
1534,A1101_総人口,島根県,2005年度,人,742223
1535,A1101_総人口,島根県,2006年度,人,737000
1536,A1101_総人口,島根県,2007年度,人,733000
1537,A1101_総人口,島根県,2008年度,人,727000
1538,A1101_総人口,島根県,2009年度,人,721000
1539,A1101_総人口,島根県,2010年度,人,717397
1540,A1101_総人口,島根県,2011年度,人,713000
1541,A1101_総人口,島根県,2012年度,人,708000
1542,A1101_総人口,島根県,2013年度,人,704000
1543,A1101_総人口,島根県,2014年度,人,699000
1544,A1101_総人口,島根県,2015年度,人,694352
1545,A1101_総人口,島根県,2016年度,人,691000
1546,A1101_総人口,島根県,2017年度,人,687000
1547,A1101_総人口,島根県,2018年度,人,682000
1548,A1101_総人口,島根県,2019年度,人,677000
1549,A1101_総人口,島根県,2020年度,人,671126
1550,A1101_総人口,島根県,2021年度,人,665000
1551,A1101_総人口,岡山県,1975年度,人,1814305
1552,A1101_総人口,岡山県,1976年度,人,1829000
1553,A1101_総人口,岡山県,1977年度,人,1840000
1554,A1101_総人口,岡山県,1978年度,人,1850000
1555,A1101_総人口,岡山県,1979年度,人,1861000
1556,A1101_総人口,岡山県,1980年度,人,1871023
1557,A1101_総人口,岡山県,1981年度,人,1881000
1558,A1101_総人口,岡山県,1982年度,人,1891000
1559,A1101_総人口,岡山県,1983年度,人,1901000
1560,A1101_総人口,岡山県,1984年度,人,1909000
1561,A1101_総人口,岡山県,1985年度,人,1916906
1562,A1101_総人口,岡山県,1986年度,人,1921000
1563,A1101_総人口,岡山県,1987年度,人,1924000
1564,A1101_総人口,岡山県,1988年度,人,1925000
1565,A1101_総人口,岡山県,1989年度,人,1925000
1566,A1101_総人口,岡山県,1990年度,人,1925877
1567,A1101_総人口,岡山県,1991年度,人,1930000
1568,A1101_総人口,岡山県,1992年度,人,1935000
1569,A1101_総人口,岡山県,1993年度,人,1940000
1570,A1101_総人口,岡山県,1994年度,人,1945000
1571,A1101_総人口,岡山県,1995年度,人,1950750
1572,A1101_総人口,岡山県,1996年度,人,1951000
1573,A1101_総人口,岡山県,1997年度,人,1952000
1574,A1101_総人口,岡山県,1998年度,人,1953000
1575,A1101_総人口,岡山県,1999年度,人,1953000
1576,A1101_総人口,岡山県,2000年度,人,1950828
1577,A1101_総人口,岡山県,2001年度,人,1954000
1578,A1101_総人口,岡山県,2002年度,人,1956000
1579,A1101_総人口,岡山県,2003年度,人,1958000
1580,A1101_総人口,岡山県,2004年度,人,1959000
1581,A1101_総人口,岡山県,2005年度,人,1957264
1582,A1101_総人口,岡山県,2006年度,人,1956000
1583,A1101_総人口,岡山県,2007年度,人,1956000
1584,A1101_総人口,岡山県,2008年度,人,1953000
1585,A1101_総人口,岡山県,2009年度,人,1949000
1586,A1101_総人口,岡山県,2010年度,人,1945276
1587,A1101_総人口,岡山県,2011年度,人,1941000
1588,A1101_総人口,岡山県,2012年度,人,1937000
1589,A1101_総人口,岡山県,2013年度,人,1932000
1590,A1101_総人口,岡山県,2014年度,人,1926000
1591,A1101_総人口,岡山県,2015年度,人,1921525
1592,A1101_総人口,岡山県,2016年度,人,1917000
1593,A1101_総人口,岡山県,2017年度,人,1911000
1594,A1101_総人口,岡山県,2018年度,人,1904000
1595,A1101_総人口,岡山県,2019年度,人,1897000
1596,A1101_総人口,岡山県,2020年度,人,1888432
1597,A1101_総人口,岡山県,2021年度,人,1876000
1598,A1101_総人口,広島県,1975年度,人,2646324
1599,A1101_総人口,広島県,1976年度,人,2670000
1600,A1101_総人口,広島県,1977年度,人,2689000
1601,A1101_総人口,広島県,1978年度,人,2703000
1602,A1101_総人口,広島県,1979年度,人,2717000
1603,A1101_総人口,広島県,1980年度,人,2739161
1604,A1101_総人口,広島県,1981年度,人,2761000
1605,A1101_総人口,広島県,1982年度,人,2777000
1606,A1101_総人口,広島県,1983年度,人,2793000
1607,A1101_総人口,広島県,1984年度,人,2807000
1608,A1101_総人口,広島県,1985年度,人,2819200
1609,A1101_総人口,広島県,1986年度,人,2829000
1610,A1101_総人口,広島県,1987年度,人,2834000
1611,A1101_総人口,広島県,1988年度,人,2838000
1612,A1101_総人口,広島県,1989年度,人,2843000
1613,A1101_総人口,広島県,1990年度,人,2849847
1614,A1101_総人口,広島県,1991年度,人,2859000
